0	-7.60465364524863	0.767476982167429	8.49317424265185	-5.60394759695821	2.70466383523802	0.0194738460407341	-0.168079351802839	7.81451441538009	-4.47910122256203	-2.47452807670488	9.9695167464054	-2.43452869340731	5.04902182342959	-1.52536393706195	0.197599819913394	-2.92767588815037
0.01	-7.64998308537005	0.788577737089441	8.52972226933413	-5.5698266100787	2.72703864159335	-0.0252404474297146	-0.124371254898876	7.7902326884021	-4.50893815161454	-2.51464986211774	9.99164229104458	-2.47936684986384	5.06809609105669	-1.57158268125183	0.233497165142913	-2.96248078156312
0.02	-7.69531252549147	0.809678492011454	8.56627029601641	-5.5357056231992	2.74941344794868	-0.0699547409001633	-0.0806631579949117	7.76595096142411	-4.53877508066705	-2.5547716475306	9.9695167464054	-2.52420500632036	5.08717035868378	-1.61780142544172	0.269394510372432	-2.99728567497587
0.03	-7.73816221847918	0.835444822965999	8.59712448104617	-5.49636074721579	2.74329379453583	-0.11957882620263	-0.0317859927060573	7.75541422979964	-4.55861257208639	-2.60066798653697	9.95202681376243	-2.57104625156581	5.09376807433119	-1.66736421539785	0.294566712564444	-3.04048706658314
0.04	-7.78101191146689	0.861211153920544	8.62797866607593	-5.45701587123239	2.73717414112297	-0.169202911505097	0.0170911725827971	7.74487749817518	-4.57845006350573	-2.64656432554334	9.93453688111946	-2.61788749681126	5.10036578997859	-1.71692700535399	0.319738914756455	-3.0836884581904
0.05	-7.82386160445459	0.886977484875089	8.65883285110568	-5.41767099524898	2.73105448771011	-0.218826996807563	0.0659683378716515	7.73434076655071	-4.59828755492507	-2.69246066454971	9.91704694847649	-2.66472874205671	5.106963505626	-1.76648979531012	0.344911116948466	-3.12688984979767
0.06	-7.8667112974423	0.912743815829634	8.68968703613544	-5.37832611926558	2.72493483429725	-0.26845108211003	0.114845503160506	7.72380403492625	-4.61812504634442	-2.73835700355608	9.89955701583352	-2.71156998730216	5.1135612212734	-1.81605258526626	0.370083319140477	-3.17009124140494
0.07	-7.90956099043001	0.938510146784179	8.7205412211652	-5.33898124328218	2.71881518088439	-0.318075167412497	0.16372266844936	7.71326730330178	-4.63796253776376	-2.78425334256245	9.88206708319055	-2.75841123254761	5.12015893692081	-1.86561537522239	0.395255521332489	-3.21329263301221
0.08	-7.95241068341772	0.964276477738724	8.75139540619496	-5.29963636729877	2.71269552747153	-0.367699252714963	0.212599833738215	7.70273057167732	-4.6578000291831	-2.83014968156882	9.86457715054758	-2.80525247779306	5.12675665256821	-1.91517816517853	0.4204277235245	-3.25649402461947
0.09	-7.99526037640543	0.99004280869327	8.78224959122472	-5.26029149131537	2.70657587405868	-0.41732333801743	0.261476999027069	7.69219384005285	-4.67763752060244	-2.87604602057518	9.84708721790461	-2.85209372303851	5.13335436821562	-1.96474095513466	0.445599925716511	-3.29969541622674
